Student_Name,Hours_Studied,Attendance,Parental_Involvement,Parental_Education_Level,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Distance_from_Home,Gender,Exam_Score
Sajib Chowdhury,28,61.1,Low,College,Low,No,5,79.7,High,No,0,High,Medium,Public,Neutral,4,No,Moderate,Female,81.0
Fahim Jahan,8,90.2,Medium,Postgraduate,Low,Yes,7,80.8,Low,Yes,1,High,Medium,Public,Neutral,3,No,Near,Male,69.7
Mehedi Hossain,23,84.6,Medium,Postgraduate,High,No,5,56.2,Medium,Yes,1,High,Low,Private,Positive,5,No,Moderate,Male,83.1
Mehedi Hossain,21,77.0,High,High School,Medium,Yes,9,86.0,High,No,0,Low,Medium,Private,Positive,7,Yes,Far,Female,87.6
Sabuj Islam,28,83.1,Low,High School,Medium,No,7,66.8,Low,No,0,High,High,Public,Positive,5,No,Far,Male,80.2
Sajib Ali,12,67.8,High,Postgraduate,High,Yes,5,72.8,High,No,1,Medium,High,Public,Positive,6,Yes,Far,Female,78.3
Rakib Hossain,12,87.7,Medium,High School,Low,No,7,98.0,High,Yes,3,High,Medium,Private,Neutral,4,No,Near,Female,86.6
Arafat Hasan,31,95.3,Low,Postgraduate,High,No,9,78.9,High,No,0,High,Medium,Private,Positive,4,No,Far,Female,100.0
Sadia Ali,21,85.6,Low,College,High,Yes,6,63.0,High,No,1,High,Low,Private,Positive,3,No,Moderate,Male,91.0
Tanzim Mia,30,89.0,Medium,High School,High,No,6,69.5,Medium,No,3,High,Medium,Private,Positive,3,No,Near,Male,100.0
Arif Islam,2,98.3,High,College,Medium,No,7,84.6,Medium,No,2,High,Medium,Public,Positive,7,Yes,Near,Male,67.8
Nahid Ahmed,34,67.3,Low,Postgraduate,Low,Yes,6,89.0,High,Yes,0,High,Low,Private,Neutral,3,No,Moderate,Female,98.5
Arafat Akter,18,95.5,High,College,Low,No,6,61.7,High,No,1,Low,Medium,Private,Negative,3,No,Moderate,Male,77.2
Laboni Hasan,17,92.5,High,College,Low,No,9,68.5,Low,No,1,Medium,High,Public,Positive,3,No,Far,Female,81.4
Rafi Ali,20,64.3,High,College,Low,No,9,67.2,High,No,2,Low,Medium,Private,Positive,1,No,Near,Female,68.1
Laboni Ali,14,90.7,High,High School,Low,Yes,7,76.3,Medium,Yes,1,High,High,Private,Negative,7,No,Far,Male,82.2
Tanzim Hossain,39,82.6,Medium,High School,Medium,No,6,65.0,Medium,Yes,1,Medium,Low,Private,Neutral,6,No,Near,Male,100.0
Mehedi Rahman,23,76.4,High,High School,Medium,No,6,58.8,Medium,No,2,Medium,High,Public,Negative,6,No,Near,Female,83.5
Nusrat Ahmed,12,77.9,Low,High School,Medium,Yes,8,59.9,Low,No,4,High,Medium,Private,Positive,1,No,Far,Male,72.7
Tanvir Rahman,15,73.1,Low,High School,High,Yes,7,50.0,High,Yes,2,Medium,High,Private,Neutral,7,Yes,Moderate,Male,71.4
Lamia Siddique,9,80.0,Medium,College,High,Yes,7,75.0,Medium,No,0,High,Medium,Private,Negative,5,No,Far,Female,65.2
Sajib Mia,29,100.0,High,College,Medium,Yes,7,78.0,Medium,No,4,High,High,Private,Negative,1,No,Near,Female,100.0
Sadia Alam,16,73.1,Low,High School,Low,Yes,7,72.5,Low,Yes,0,Low,Medium,Private,Positive,7,No,Near,Male,70.7
Sajib Hossain,15,81.1,Low,High School,Medium,Yes,7,45.7,Medium,No,1,High,Medium,Public,Positive,3,No,Far,Male,68.9
Anika Ali,27,85.6,High,Postgraduate,High,No,7,63.2,Medium,Yes,3,Medium,Medium,Private,Negative,6,Yes,Far,Female,100.0
Sumaiya Islam,5,85.2,High,High School,Low,No,6,75.8,Medium,Yes,3,Low,High,Public,Neutral,2,No,Near,Male,69.1
Arafat Islam,23,76.9,Low,Postgraduate,Low,Yes,8,80.3,High,Yes,1,Medium,Low,Private,Positive,3,No,Near,Male,83.9
Fahim Islam,14,82.9,Low,Postgraduate,High,Yes,6,51.3,Medium,No,0,Medium,Medium,Public,Positive,7,No,Far,Female,69.0
Mehedi Alam,16,67.4,Medium,College,Medium,No,7,43.1,Medium,No,1,Low,Medium,Private,Positive,2,Yes,Near,Male,60.5
Nahid Hossain,20,86.0,High,Postgraduate,High,Yes,5,73.2,Medium,No,3,Low,Medium,Public,Positive,6,No,Far,Female,89.9
Fahim Islam,15,78.6,Low,College,High,Yes,6,82.1,Low,Yes,1,Low,Low,Private,Positive,5,No,Near,Male,88.1
Lamia Alam,10,88.3,High,High School,High,No,6,100.0,Medium,No,0,High,Low,Public,Positive,5,No,Far,Female,86.4
Arif Islam,16,84.4,Low,High School,Medium,Yes,5,73.7,High,No,0,High,Medium,Public,Positive,4,No,Moderate,Female,76.2
Rakib Mia,2,79.5,High,College,Low,Yes,9,61.4,Low,No,1,Medium,Medium,Private,Negative,6,No,Far,Female,54.6
Nusrat Islam,24,78.0,Medium,Postgraduate,High,Yes,6,66.7,Medium,No,2,Low,Low,Public,Positive,6,No,Near,Female,92.0
Nahid Khan,4,85.1,High,College,High,No,5,65.8,Low,Yes,4,High,Low,Private,Positive,7,No,Near,Male,71.9
